name,brand,price,description,tags,image_filename
Breguet Type XXI Flyback,1,10000,Cronógrafo Type XXI con flyback en titanio con registro de minutos y segundos en agujas centrales. Movimiento automático con fecha y subesfera para los segundos. Indicador de día/noche y giratorio graduado. Agujas e índices luminiscentes. Corona roscada. Hermético hasta 10 bar ( 100 m ). Diámetro : 42 mm. También en oro rosa o acero. totalizador de 12 horas. Bisel,cronografo|Man,Breguet-Type-XXI-Flyback.jpg
